"Media origin";Date;Afghanistan;Argentina;Australia;Austria;Bahrain;Belgium;Brazil;Canada;Chile;China;Colombia;"Czech Republic";Denmark;Ecuador;Egypt;Finland;France;Georgia;Germany;"Hong Kong";Hungary;India;Indonesia;Iran;Iraq;Israel;Italy;Japan;Jordan;Malaysia;Mexico;Morocco;Netherlands;Norway;Oman;Pakistan;Peru;Philippines;Poland;Qatar;Russia;"Saudi Arabia";"South Korea";Spain;Sweden;Syria;Taiwan;Thailand;Turkey;Ukraine;"United Arab Emirates";"United Kingdom";"United States";Uruguay;Venezuela;Vietnam;Yemen
National;2025-05-15;-0.1;0.7;2.0;-0.5;0.4;0.3;0.2;2.5;1.9;3.6;0.8;-1.1;0.0;-0.7;1.5;3.7;0.0;-0.7;0.3;3.3;1.7;1.2;1.1;-0.7;1.3;-0.4;1.2;1.4;0.2;2.9;1.2;0.3;1.2;-0.2;-0.6;-0.1;0.3;1.8;1.1;0.5;-1.1;0.8;0.7;2.8;2.5;0.2;2.6;4.5;0.6;0.2;-0.9;2.0;2.7;0.0;0.3;2.4;-0.7
National;2025-05-16;-0.1;0.9;1.7;-0.6;0.1;0.3;0.1;2.4;1.8;3.6;0.9;-1.1;0.0;-0.8;1.2;3.5;-0.2;-0.7;0.2;3.4;1.5;1.3;1.1;-0.6;1.5;-0.4;1.0;1.3;0.1;2.9;1.2;0.4;1.2;-0.2;-0.6;0.0;-0.1;1.6;1.0;0.5;-1.1;0.7;0.7;2.8;2.4;0.4;2.7;4.6;0.4;0.2;-0.9;2.1;2.6;0.0;0.2;2.3;-0.8
National;2025-05-17;-0.1;0.8;1.6;-0.6;0.1;0.3;0.2;2.4;1.8;3.5;1.0;-1.2;-0.1;-0.7;1.1;3.3;-0.3;-0.7;0.2;3.2;1.6;1.2;1.0;-0.6;1.3;-0.4;0.9;1.4;0.0;2.8;1.1;0.4;1.3;-0.2;-0.6;0.0;-0.1;1.5;0.9;0.5;-1.1;0.6;0.7;2.6;2.2;0.4;2.7;4.6;0.4;0.1;-0.9;2.1;2.7;0.3;0.1;2.4;-0.8
National;2025-05-18;-0.7;0.7;2.0;-0.6;0.1;0.2;0.2;2.2;1.8;3.4;1.0;-1.3;-0.2;-0.6;0.8;3.1;-0.5;-0.7;0.1;3.2;1.5;1.3;0.9;-0.3;1.2;-0.4;0.9;1.4;0.0;2.8;1.1;0.3;1.4;-0.2;-0.6;0.1;0.2;1.6;1.0;0.6;-1.2;0.5;0.7;2.4;2.3;0.6;2.8;4.4;0.3;0.1;-1.5;2.2;2.7;0.2;0.2;2.4;-0.7
National;2025-05-19;0.2;0.8;2.0;-0.6;0.1;0.1;0.3;2.0;1.9;3.4;1.0;-1.3;-0.2;-0.4;0.7;2.9;-0.4;-0.3;0.2;3.2;1.6;1.2;0.8;-0.4;1.2;-0.4;1.0;1.4;0.1;2.6;1.1;0.3;1.3;-0.1;-0.6;0.2;0.1;1.9;1.0;0.6;-1.2;0.5;0.7;2.4;2.3;0.6;2.7;4.4;0.2;0.0;-1.5;2.3;2.6;0.2;0.1;2.4;-0.7
National;2025-05-20;0.5;0.9;2.1;-0.5;0.1;0.1;0.3;1.9;1.8;3.3;1.0;-1.2;-0.2;-0.5;0.8;2.7;-0.4;-0.3;0.2;3.3;1.8;1.1;0.7;-0.1;1.5;-0.4;1.0;1.4;0.0;2.4;1.1;0.1;1.4;0.0;-0.6;0.2;0.0;1.7;0.9;0.7;-1.2;0.4;0.6;2.4;2.4;0.9;2.6;4.2;0.2;0.0;-1.5;2.4;2.6;0.3;0.0;2.3;-0.6
National;2025-05-21;0.5;1.0;2.0;-0.5;0.1;0.1;0.3;1.9;1.7;3.3;0.9;-1.1;0.0;-0.5;0.7;2.3;-0.4;-0.3;0.2;3.2;1.8;1.1;0.7;0.1;1.5;-0.4;1.0;1.3;0.0;2.2;1.1;0.0;1.4;0.0;-0.6;0.2;-0.1;1.7;0.9;0.7;-1.2;0.3;0.6;2.2;2.4;0.7;2.5;4.2;0.2;0.1;-1.5;2.4;2.6;0.0;-0.1;2.2;-0.5
National;2025-05-22;0.5;1.0;2.0;-0.5;0.1;0.2;0.3;1.8;1.7;3.2;0.9;-1.0;0.0;-0.6;0.8;2.0;-0.4;-0.3;0.2;3.1;2.0;1.2;0.7;-0.1;1.5;-0.4;0.9;1.3;0.0;2.1;1.0;0.2;1.4;0.0;-0.6;0.1;-0.2;1.5;0.9;0.7;-1.2;0.3;0.6;2.1;2.4;0.5;2.3;4.0;0.3;0.2;-1.5;2.3;2.5;0.0;-0.1;2.1;-0.5
National;2025-05-23;0.5;1.1;2.3;-0.5;0.1;0.3;0.3;1.8;1.6;3.2;0.8;-1.0;0.1;-0.5;0.8;1.9;-0.3;-0.3;0.3;3.1;2.2;1.2;0.7;-0.2;1.9;-0.5;0.9;1.4;0.1;2.1;1.0;0.4;1.5;0.0;-0.6;0.1;-0.2;1.4;1.0;0.1;-1.2;0.3;0.6;2.2;2.7;0.6;2.3;3.9;0.3;0.3;-1.5;2.4;2.6;-0.1;-0.1;2.1;-0.5
National;2025-05-24;0.5;1.1;2.2;-0.5;0.1;0.3;0.3;1.7;1.4;3.2;0.8;-1.0;0.4;-0.4;0.7;1.4;-0.3;-0.3;0.4;3.1;2.4;1.2;0.7;-0.2;2.0;-0.5;0.9;1.4;0.0;1.9;1.0;0.3;2.0;0.0;-0.7;0.2;-0.4;1.5;1.1;0.3;-1.2;0.2;0.5;2.2;3.6;0.3;2.2;4.0;0.2;0.3;-1.5;2.4;2.6;-0.4;-0.1;2.1;-0.6
National;2025-05-25;0.3;1.2;2.1;-0.4;0.1;0.2;0.1;1.6;1.5;3.1;0.6;-0.9;0.2;-0.5;0.9;1.4;-0.3;-0.3;0.4;3.0;2.4;1.2;0.5;-0.1;2.0;-0.5;1.0;1.5;0.0;2.1;1.0;0.2;2.1;0.1;-0.6;0.2;-0.5;1.6;1.1;0.2;-1.2;0.1;0.5;2.0;3.7;0.3;2.0;3.9;0.2;0.1;-1.5;2.4;2.5;-0.4;-0.1;2.1;-0.6
National;2025-05-26;0.8;1.2;1.8;-0.3;0.1;0.2;0.2;1.6;1.4;3.0;0.5;-0.9;0.6;-0.4;0.9;1.3;0.0;-0.7;0.5;3.0;2.6;1.3;0.3;-0.1;2.0;-0.5;1.0;1.4;0.0;2.1;0.9;0.3;2.2;0.2;-0.2;0.3;-0.5;1.9;1.0;-0.1;-1.2;0.0;0.5;2.1;3.7;0.3;2.0;3.8;0.2;0.1;-1.5;2.4;2.4;-0.5;-0.2;2.2;-0.4
National;2025-05-27;0.8;1.1;1.7;-0.4;-0.1;0.2;0.2;1.5;1.3;2.9;0.6;-0.8;0.8;-0.5;0.7;1.3;0.2;-0.7;0.5;3.0;2.6;1.2;0.2;-0.1;2.0;-0.5;1.0;1.4;0.1;2.1;0.9;0.2;2.4;0.2;-0.2;0.3;-0.6;1.6;1.0;-0.2;-1.1;-0.1;0.5;2.1;3.6;0.2;2.0;3.7;0.1;0.0;-1.5;2.2;2.4;-0.4;-0.2;2.2;-0.4
National;2025-05-28;0.8;1.0;1.5;-0.4;-0.3;0.1;0.2;1.5;1.3;2.8;0.4;-0.9;1.0;-0.5;0.9;1.3;0.2;-0.7;0.4;2.9;2.5;1.2;0.2;-0.1;1.7;-0.5;1.0;1.3;0.1;2.0;0.8;0.1;1.9;0.2;-0.2;0.4;-0.7;1.9;1.0;-0.2;-1.1;0.0;0.4;2.1;3.3;0.3;2.0;3.7;0.0;-0.1;-1.5;2.1;2.2;-0.2;-0.3;2.3;-0.3
National;2025-05-29;1.1;0.9;1.5;-0.4;-0.2;0.2;0.1;1.6;1.2;2.8;0.5;-0.9;1.0;-0.5;1.0;1.0;0.3;-0.7;0.5;3.0;2.7;1.3;0.2;0.2;2.2;-0.5;0.9;1.3;0.0;1.9;0.8;0.4;1.4;0.2;-0.2;0.4;-0.8;1.7;0.9;-0.2;-1.1;-0.1;0.4;2.1;3.6;0.3;1.9;3.6;-0.1;-0.1;-1.5;2.2;2.3;-0.1;-0.2;2.4;-0.4
National;2025-05-30;1.1;0.9;1.4;-0.4;-0.3;0.3;0.2;1.6;1.2;2.9;0.5;-1.0;1.0;-0.6;1.1;1.1;0.6;-0.7;0.6;2.7;2.9;1.3;0.2;0.3;2.1;-0.5;0.9;1.3;0.0;1.8;0.8;0.5;1.4;0.1;-0.2;0.5;-0.9;1.5;0.9;-0.2;-1.1;-0.3;0.4;2.2;3.5;0.4;1.8;3.4;-0.1;-0.1;-1.8;2.3;2.3;-0.2;-0.2;2.4;-0.4
National;2025-05-31;1.1;0.9;1.7;-0.2;-0.3;0.0;0.2;1.4;0.9;2.7;0.6;-1.0;1.0;-0.7;1.3;1.1;0.7;-0.7;0.7;2.6;3.0;1.2;0.2;0.3;1.9;-0.5;0.8;1.2;0.0;1.6;0.8;0.6;1.5;0.1;-0.6;0.5;-0.8;1.5;0.8;-0.5;-1.1;-0.5;0.4;2.1;3.5;0.4;1.8;3.4;-0.1;0.0;-1.4;2.4;2.3;-0.3;-0.4;2.4;-0.3
National;2025-06-01;1.1;0.8;1.9;-0.1;-0.3;0.1;0.2;1.3;1.2;2.6;0.6;-1.0;1.0;-0.6;1.5;1.0;0.8;-0.7;0.8;2.5;3.2;1.1;0.1;0.4;1.6;-0.5;0.8;1.1;0.0;1.6;0.8;0.4;1.6;0.2;-0.4;0.4;-0.8;1.2;0.7;-0.4;-1.2;-0.6;0.4;2.0;3.3;0.4;1.7;3.3;-0.1;-0.1;-1.4;2.4;2.2;0.0;-0.2;2.4;-0.3
National;2025-06-02;1.1;0.8;1.9;0.0;-0.5;0.1;0.2;1.3;1.3;2.5;0.4;-1.0;1.2;-0.4;1.4;0.8;1.2;-0.7;0.8;2.3;3.1;1.2;0.0;0.6;1.4;-0.5;0.7;1.1;0.0;1.2;0.7;0.7;1.7;0.2;-0.3;0.5;-0.8;1.1;0.7;-0.4;-1.2;-0.7;0.4;2.1;3.2;0.5;1.6;3.3;-0.2;-0.1;-1.4;2.3;2.1;-0.2;-0.1;2.4;-0.3
National;2025-06-03;0.9;0.8;1.5;0.0;-0.5;0.3;0.2;1.3;1.3;2.4;0.3;-1.0;1.2;-0.2;1.1;0.6;1.4;-0.7;0.8;2.1;3.0;1.2;0.0;0.8;1.4;-0.4;0.6;1.0;-0.1;1.1;0.7;0.6;1.9;0.2;-0.3;0.5;-0.9;1.1;0.7;-0.4;-1.2;-1.0;0.4;2.0;3.3;0.5;1.5;3.1;-0.3;-0.1;-1.4;2.2;2.0;-0.2;0.0;2.4;-0.3
National;2025-06-04;0.9;0.7;1.5;0.0;-0.5;0.3;0.3;1.3;1.4;2.4;0.2;-1.0;1.1;-0.1;1.2;0.3;1.7;-0.7;0.8;2.4;3.0;1.2;0.0;0.9;1.1;-0.4;0.7;0.9;-0.1;1.0;0.8;0.6;1.9;0.2;-0.3;0.6;-0.9;1.0;0.6;-0.4;-1.2;-1.0;0.4;1.9;3.2;0.6;1.5;3.0;-0.4;-0.1;-1.0;2.3;2.0;-0.1;0.0;2.4;-0.2
National;2025-06-05;0.6;0.8;1.3;-0.1;-0.4;0.2;0.3;1.2;1.4;2.4;0.2;-0.9;1.1;-0.1;1.1;0.2;2.0;-0.7;0.7;2.5;2.9;1.2;0.0;1.1;1.5;-0.5;0.6;0.9;-0.2;0.8;0.8;0.6;1.8;0.1;-0.3;0.7;-0.9;0.9;0.6;-0.3;-1.1;-1.0;0.4;1.7;3.3;0.6;1.5;2.8;-0.4;0.0;-1.2;2.1;1.9;0.2;0.0;2.4;-0.2
National;2025-06-06;0.6;0.8;1.4;0.0;-0.4;0.3;0.3;1.3;1.4;2.4;0.2;-0.9;1.1;0.0;0.9;0.2;2.0;-0.7;0.7;2.3;2.9;1.3;-0.1;1.2;1.3;-0.5;0.6;0.9;-0.2;0.9;0.8;0.6;1.9;0.1;-0.3;0.7;-0.9;0.9;0.6;-0.3;-1.1;-0.9;0.3;1.6;3.3;0.6;1.4;2.7;-0.5;0.0;-1.2;1.7;1.9;0.2;0.0;2.3;-0.4
National;2025-06-07;0.6;0.9;1.6;0.1;-0.4;0.3;0.4;1.3;1.6;2.3;0.1;-0.8;1.3;0.0;1.0;0.2;2.0;-0.7;0.7;2.1;3.1;1.3;-0.1;1.4;0.9;-0.5;0.6;0.9;-0.3;1.1;0.9;0.9;1.8;0.1;-0.6;0.9;-0.8;0.8;0.7;-0.3;-1.1;-0.7;0.3;1.5;3.3;0.7;1.3;2.8;-0.6;0.2;-1.2;1.7;1.8;0.5;0.1;2.2;-0.3
National;2025-06-08;0.6;0.8;1.9;0.1;-0.6;0.3;0.6;1.3;1.3;2.2;0.1;-0.8;1.3;0.0;0.9;0.1;2.1;-0.7;0.7;2.1;3.0;1.3;-0.1;1.5;0.8;-0.5;0.6;1.0;-0.2;0.9;1.0;0.7;1.9;0.1;-0.6;1.0;-0.6;1.0;0.7;-0.3;-1.1;-0.5;0.4;1.5;3.2;1.4;1.3;2.8;-0.6;0.3;-1.2;1.6;1.7;0.7;-0.1;2.2;-0.4
National;2025-06-09;0.6;0.7;1.9;0.0;-0.6;0.2;0.5;1.3;1.1;2.1;-0.1;-0.9;1.2;0.0;1.0;0.1;2.2;-1.0;0.7;2.2;2.8;1.4;-0.1;1.6;1.2;-0.5;0.6;0.9;-0.3;0.9;0.9;0.7;1.8;0.1;-0.1;1.1;-0.7;0.9;0.6;-0.5;-1.1;-0.2;0.3;1.5;2.9;1.4;1.0;2.7;-0.6;0.3;-0.7;1.5;1.6;0.8;-0.1;2.1;-0.4
National;2025-06-10;0.6;0.5;1.8;0.0;-0.3;0.1;0.5;1.2;0.9;2.0;-0.1;-1.0;1.2;0.0;0.9;0.3;2.3;-1.0;0.7;2.1;2.7;1.4;0.0;1.3;1.2;-0.5;0.6;0.8;-0.3;1.1;0.9;0.5;1.7;0.1;-0.1;1.4;-0.7;0.9;0.5;-0.4;-1.1;-0.3;0.3;1.4;2.8;1.4;1.0;2.6;-0.6;0.3;-0.7;1.5;1.5;0.8;-0.1;2.0;-0.5
National;2025-06-11;0.9;0.1;1.8;0.0;-0.1;0.1;0.5;1.2;0.9;1.9;-0.1;-0.9;1.2;0.1;0.9;0.3;2.4;-1.0;0.6;2.0;2.7;1.4;-0.1;1.3;0.9;-0.5;0.6;0.9;-0.4;1.2;1.0;0.5;1.7;0.1;-0.1;1.7;-0.7;1.0;0.6;-0.4;-1.1;-0.4;0.3;1.4;2.9;1.6;1.0;2.5;-0.6;0.2;-0.7;1.4;1.5;0.8;-0.3;2.0;-0.4
National;2025-06-12;0.6;0.0;1.7;-0.1;-0.1;0.1;0.6;1.2;0.8;1.8;-0.3;-0.8;1.3;0.1;0.6;0.1;2.4;-1.0;0.7;2.0;2.8;1.3;-0.1;1.3;0.5;-0.5;0.6;0.8;-0.4;1.3;1.0;0.3;1.5;0.1;-0.1;2.0;-0.8;0.9;0.6;-0.2;-1.1;-0.4;0.3;1.5;2.9;1.6;1.0;2.4;-0.7;0.2;-0.9;1.4;1.5;0.6;-0.4;2.0;-0.5
National;2025-06-13;0.6;-0.2;1.8;-0.1;-0.1;0.1;0.6;1.2;0.8;1.7;-0.3;-0.8;1.4;0.2;0.7;0.1;2.3;-1.0;0.6;2.0;2.7;1.2;-0.2;1.2;0.3;-0.6;0.6;0.9;-0.4;1.4;1.0;0.0;1.6;0.1;-0.1;2.2;-0.7;1.2;0.6;0.0;-1.1;-0.6;0.3;1.4;3.0;1.6;0.8;2.2;-0.7;0.3;-0.9;1.3;1.5;0.6;-0.4;2.0;-0.4
National;2025-06-14;0.6;-0.3;1.8;-0.1;0.5;0.2;0.5;1.2;0.5;1.6;-0.4;-0.8;1.3;0.2;0.7;0.1;2.4;-1.0;0.6;2.1;2.5;1.2;-0.2;1.4;0.5;-0.6;0.6;0.8;-0.4;1.5;1.0;0.1;1.4;0.2;-0.1;2.4;-0.7;1.3;0.7;0.2;-1.1;-0.5;0.3;1.5;3.0;1.9;0.8;2.2;-0.7;0.4;-0.9;1.3;1.3;0.4;-0.4;1.9;-0.2
National;2025-06-15;0.6;-0.3;1.6;-0.1;1.4;0.3;0.6;1.2;0.5;1.6;-0.5;-0.6;1.4;0.2;0.5;0.2;2.4;-1.0;0.6;2.0;2.6;1.1;-0.1;1.4;0.8;-0.5;0.6;0.8;-0.3;1.7;1.1;0.1;1.3;0.2;-0.1;2.6;-0.8;1.2;0.8;0.5;-1.0;-0.5;0.3;1.5;2.9;1.9;0.7;2.1;-0.6;0.5;-0.9;1.1;1.2;0.3;-0.5;1.9;0.1
National;2025-06-16;-0.3;-0.4;1.7;-0.2;2.5;0.2;0.6;1.3;0.1;1.5;-0.6;-0.5;1.5;0.1;0.5;0.3;2.4;-1.4;0.5;1.9;2.4;1.0;-0.2;1.6;1.1;-0.5;0.5;0.8;-0.2;1.8;1.0;0.0;1.2;0.1;0.4;2.7;-0.7;1.2;0.9;0.9;-1.0;-0.6;0.2;1.5;2.8;2.1;0.7;2.0;-0.7;0.6;-0.9;1.0;1.2;0.2;-0.5;1.9;0.8
National;2025-06-17;-0.8;-0.6;1.8;-0.2;4.0;0.3;0.5;1.3;0.1;1.5;-0.7;-0.5;1.4;0.3;0.3;0.3;2.3;-1.3;0.4;1.8;2.2;1.0;-0.2;1.7;1.2;-0.5;0.5;0.8;0.1;2.0;1.1;0.0;1.1;0.1;0.6;3.0;-0.6;1.4;0.9;1.6;-1.0;-0.7;0.2;1.5;2.5;2.0;0.7;1.9;-0.7;0.5;-0.9;0.8;1.1;0.2;-0.4;1.8;1.0
National;2025-06-18;-0.8;-0.7;1.8;-0.3;5.9;0.3;0.6;1.4;0.1;1.4;-0.7;-0.3;1.2;0.3;0.3;0.4;2.3;-1.3;0.3;1.7;2.1;0.9;-0.3;1.9;1.6;-0.6;0.5;0.8;0.4;2.3;1.0;-0.2;1.0;0.1;0.6;3.2;-0.5;1.6;0.9;2.4;-1.1;-0.8;0.3;1.5;2.3;2.4;0.7;1.9;-0.7;0.5;-0.9;0.7;1.1;0.2;-0.3;1.8;1.4
National;2025-06-19;-0.8;-0.9;1.9;-0.3;10.0;0.1;0.6;1.3;0.0;1.3;-0.8;-0.2;1.3;0.4;0.1;0.2;2.1;-1.3;0.2;1.7;1.9;0.8;-0.4;2.5;1.5;-0.5;0.5;0.8;0.6;2.5;1.0;-0.4;1.0;0.1;0.6;3.5;-0.2;1.9;0.9;2.7;-1.1;-1.0;0.3;1.5;2.2;2.5;0.7;1.8;-0.8;0.4;-0.9;0.6;1.0;0.2;-0.3;1.8;1.9
National;2025-06-20;-0.8;-1.0;1.7;-0.4;10.0;0.1;0.6;1.3;-0.2;1.2;-0.9;-0.1;1.1;0.5;-0.1;0.3;1.9;-1.3;0.0;1.6;1.7;0.8;-0.4;3.0;1.2;-0.5;0.5;0.8;1.0;2.5;1.1;-0.5;0.9;0.2;0.6;3.9;-0.1;2.1;0.8;3.3;-1.1;-1.0;0.3;1.3;1.7;2.7;0.7;1.8;-0.8;0.4;-0.9;0.4;0.8;0.1;-0.3;1.8;2.1
National;2025-06-21;-0.8;-1.0;1.7;-0.4;10.0;0.2;0.7;1.3;-0.3;1.1;-1.0;0.2;0.9;0.4;-0.3;0.4;1.9;-1.3;-0.2;1.8;1.5;0.7;-0.4;3.5;1.0;-0.5;0.5;0.8;1.5;2.7;1.1;-0.2;0.3;0.2;0.1;4.2;0.1;2.4;0.6;3.9;-1.0;-1.0;0.3;1.3;0.8;3.1;0.7;1.7;-0.8;0.5;-0.9;0.4;0.8;0.1;-0.3;1.8;2.5
National;2025-06-22;-0.8;-1.1;1.8;-0.4;10.0;0.3;0.8;1.4;-0.4;1.0;-1.0;0.2;1.0;0.5;-0.7;0.5;1.8;-1.3;-0.3;1.8;1.5;0.7;-0.3;3.9;1.1;-0.5;0.5;0.8;2.1;2.8;1.2;0.1;0.1;0.2;0.0;4.5;0.2;2.5;0.7;4.4;-1.0;-1.0;0.2;1.4;0.6;3.5;0.7;1.8;-0.8;0.6;-0.9;0.4;0.8;0.1;-0.1;1.7;2.7
National;2025-06-23;-1.3;-1.2;1.8;-0.5;10.0;0.3;0.7;1.3;-0.4;1.0;-1.1;0.4;0.5;0.6;-0.8;0.6;1.4;-1.3;-0.4;1.8;1.3;0.6;-0.3;4.1;1.0;-0.5;0.4;0.8;2.8;2.9;1.2;0.3;0.0;0.1;-0.4;4.8;0.3;2.4;0.8;4.4;-1.1;-1.0;0.2;1.2;0.4;4.2;0.6;1.6;-0.9;0.6;-0.9;0.4;0.7;0.2;0.0;1.7;2.7
National;2025-06-24;-1.3;-1.2;1.8;-0.6;10.0;0.3;0.7;1.3;-0.5;0.9;-1.2;0.4;0.2;0.8;-1.0;0.6;1.0;-1.3;-0.5;1.8;1.2;0.5;-0.2;4.4;0.9;-0.5;0.4;0.9;3.3;3.1;1.3;0.8;-0.2;0.1;-0.4;5.2;0.5;2.6;0.9;4.7;-1.1;-1.0;0.2;1.2;0.2;4.7;0.6;1.6;-0.9;0.6;-0.9;0.4;0.6;0.1;-0.1;1.6;2.7
National;2025-06-25;-1.3;-1.2;1.7;-0.6;10.0;0.4;0.7;1.3;-0.7;0.8;-1.3;0.6;0.0;1.0;-1.3;0.7;0.7;-1.3;-0.6;1.9;0.7;0.5;-0.2;4.7;0.9;-0.5;0.4;1.0;4.1;3.3;1.3;1.2;-0.3;0.1;-0.4;5.6;0.7;2.7;0.9;4.8;-1.1;-1.1;0.2;1.1;0.2;5.3;0.5;1.6;-0.9;0.7;-0.9;0.4;0.5;0.0;-0.1;1.5;2.8
National;2025-06-26;-1.6;-1.3;1.5;-0.7;9.9;0.3;0.7;1.2;-0.7;0.7;-1.4;0.7;0.0;1.2;-1.6;0.8;0.4;-1.3;-0.8;2.1;0.5;0.4;-0.1;4.8;0.4;-0.5;0.3;1.0;5.1;3.6;1.3;1.3;-0.4;0.1;-0.4;6.0;0.9;3.0;0.9;4.9;-1.1;-1.1;0.2;1.1;-0.6;6.0;0.5;1.5;-1.1;0.6;-0.9;0.3;0.3;-0.2;-0.1;1.5;3.0
National;2025-06-27;-1.6;-1.3;1.3;-0.7;9.9;0.1;0.7;1.1;-0.7;0.5;-1.6;0.8;-0.1;1.4;-2.0;0.7;-0.1;-1.3;-1.0;2.3;0.3;0.3;-0.1;4.9;0.2;-0.5;0.3;1.1;6.2;3.8;1.3;1.3;-0.5;0.2;-0.4;6.4;1.2;3.2;0.9;5.2;-1.1;-1.2;0.3;1.0;-0.7;6.5;0.5;1.5;-1.2;0.5;-0.4;0.3;0.2;-0.3;-0.2;1.4;3.1
National;2025-06-28;-1.6;-1.4;0.9;-0.9;9.9;0.2;0.7;1.1;-0.9;0.5;-1.8;1.0;-0.1;1.6;-2.4;0.7;-0.2;-1.3;-1.2;2.5;0.2;0.3;0.1;5.0;0.2;-0.5;0.3;1.2;7.3;4.0;1.3;1.2;-0.5;0.2;-0.4;6.9;1.3;3.4;0.9;6.1;-1.1;-1.2;0.2;1.0;-0.8;7.4;0.5;1.4;-1.3;0.6;-0.8;0.2;0.1;-0.6;-0.1;1.3;3.3
National;2025-06-29;-1.6;-1.4;0.6;-1.1;9.9;0.2;0.7;1.0;-1.4;0.5;-1.9;1.0;-0.2;1.8;-2.7;0.8;-0.4;-1.3;-1.3;2.6;-0.1;0.2;0.1;5.1;0.2;-0.6;0.4;1.3;8.8;4.0;1.4;1.3;-0.6;0.2;-0.6;7.4;1.5;3.6;1.0;6.6;-1.1;-1.3;0.2;1.0;-0.8;8.7;0.6;1.3;-1.3;0.7;1.3;0.2;0.0;-0.9;-0.2;1.3;3.4
National;2025-06-30;-1.6;-1.5;0.6;-1.2;9.9;0.1;0.7;0.9;-1.6;0.5;-1.9;1.0;-0.4;1.9;-2.9;0.8;-0.9;-1.3;-1.4;2.8;-0.3;0.0;0.2;5.3;0.1;-0.6;0.4;1.4;10.1;4.2;1.4;1.1;-0.8;0.2;0.6;7.8;1.6;3.8;1.1;7.6;-1.1;-1.3;0.3;0.9;-0.9;10.1;0.5;1.3;-1.3;0.7;3.4;0.1;-0.1;-1.0;-0.5;1.2;3.7
National;2025-07-01;-1.6;-1.6;0.4;-1.2;9.9;-0.1;0.7;0.9;-1.8;0.4;-1.9;1.1;-0.6;1.8;-3.0;0.9;-1.2;-1.3;-1.5;3.1;-0.5;-0.1;0.2;5.4;0.2;-0.6;0.4;1.5;11.3;4.3;1.4;1.3;-1.0;0.3;2.5;8.2;1.8;4.0;1.2;9.0;-1.1;-1.5;0.3;0.8;-1.0;11.6;0.6;1.3;-1.3;0.7;5.5;0.0;-0.2;-1.2;-0.7;1.2;4.0
National;2025-07-02;-1.6;-1.6;0.3;-1.2;9.9;-0.1;0.8;0.8;-1.6;0.3;-1.9;1.0;-0.7;1.8;-3.2;0.8;-1.5;-1.3;-1.6;2.7;-0.7;-0.1;0.4;5.3;0.2;-0.6;0.5;1.6;11.3;4.2;1.3;1.3;-1.0;0.2;2.5;8.3;1.6;3.8;1.2;9.0;-1.1;-1.3;0.3;0.9;-1.0;11.3;0.5;1.3;-1.1;0.7;5.1;-0.1;-0.3;-1.5;-0.6;1.3;4.0
National;2025-07-03;-1.8;-1.6;0.2;-1.2;9.9;0.0;0.9;0.9;-1.5;0.3;-2.0;0.9;-0.7;1.8;-3.2;0.8;-1.6;-1.3;-1.6;2.6;-0.8;0.0;0.5;5.2;-0.3;-0.6;0.5;1.8;11.3;4.4;1.3;1.3;-1.1;0.2;2.5;8.3;1.7;3.7;1.2;8.9;-1.1;-1.3;0.3;0.9;-1.1;11.3;0.6;1.3;-1.0;0.5;5.1;-0.1;-0.3;-1.9;-0.7;1.5;4.0
National;2025-07-04;-1.8;-1.6;0.2;-1.3;9.9;0.1;0.9;0.8;-1.5;0.3;-1.9;0.9;-0.5;1.8;-3.0;0.7;-1.6;-1.3;-1.7;2.7;-0.7;0.0;0.6;5.1;-0.3;-0.6;0.5;1.8;11.3;4.3;1.3;0.9;-1.3;0.2;2.5;8.4;1.7;3.7;1.2;8.9;-1.1;-1.1;0.3;0.9;-0.7;11.3;0.7;1.4;-0.8;0.4;5.1;-0.1;-0.3;-1.8;-0.6;1.6;4.6
National;2025-07-05;-1.8;-1.5;0.0;-1.3;9.9;0.2;1.0;0.8;-1.7;0.3;-1.8;0.9;-0.5;1.8;-2.9;0.7;-1.6;-1.3;-1.7;2.8;-0.9;0.1;0.7;5.1;-0.3;-0.5;0.5;1.7;11.3;4.4;1.3;0.6;-1.1;0.2;2.5;8.3;1.6;3.7;1.3;8.9;-1.1;-1.2;0.3;0.8;-0.3;11.1;0.7;1.5;-0.7;0.4;5.1;-0.3;-0.3;-1.9;-0.8;1.7;4.5
National;2025-07-06;-1.8;-1.4;-0.1;-1.4;9.9;0.3;1.1;0.8;-1.7;0.3;-1.7;0.9;-0.4;1.8;-2.7;0.8;-1.7;-1.3;-1.5;3.0;-1.0;0.2;0.7;5.2;-0.3;-0.5;0.5;1.6;11.3;4.4;1.2;0.9;-1.2;0.2;2.7;8.3;1.4;3.7;1.3;9.0;-1.1;-1.5;0.3;0.8;-0.3;10.5;0.7;1.6;-0.7;0.3;5.1;-0.3;-0.2;-1.9;-0.8;1.8;4.5
National;2025-07-07;-1.8;-1.2;-0.1;-1.3;9.9;0.5;1.2;0.9;-1.8;0.3;-1.6;1.0;-0.3;1.7;-2.7;0.9;-1.8;-1.3;-1.6;2.9;-1.0;0.2;0.8;5.0;-0.6;-0.5;0.6;1.7;11.3;4.5;1.2;0.7;-1.2;0.2;2.3;8.2;1.4;3.7;1.3;9.0;-1.0;-1.6;0.4;0.7;-0.1;10.5;0.8;1.7;-0.7;0.3;5.0;-0.3;-0.1;-2.0;-0.6;1.8;4.5
