Date;"United States";Canada;"United Kingdom";Austria;Germany;France;Netherlands;Italy;Spain;Belgium;Ireland;Portugal;Greece;Norway;Denmark;Sweden;Finland;Hungary;Bulgaria;Romania;Poland;Croatia;Russia;Ukraine;Georgia;Kazakhstan;Azerbaijan;Armenia;Turkey;Morocco;Algeria;Tunisia;Libya;Egypt;Israel;Jordan;Syria;Iraq;Iran;Yemen;Bahrain;Qatar;Oman;"Saudi Arabia";Mexico;Uruguay;Brazil;Chile;Colombia;Peru;Argentina;Venezuela;Ecuador;China;Japan;"Hong Kong";"South Korea";Taiwan;Thailand;Indonesia;Malaysia;Philippines;India;Pakistan;Afghanistan
2025-04-04;1.1;3.1;1.2;0.1;0.7;0.9;1.0;0.9;1.0;1.0;0.6;0.4;0.4;0.6;1.2;0.9;0.8;1.3;0.1;0.4;0.5;0.3;0.8;0.9;0.1;0.1;0.1;-0.2;-0.1;-0.4;0.5;-0.6;-1.4;0.6;1.3;-0.3;0.0;-0.4;1.0;0.8;-0.4;0.8;0.6;1.1;3.0;0.6;1.1;-0.5;0.1;0.4;1.6;1.4;0.5;2.0;2.1;0.4;2.3;1.8;4.1;1.5;3.1;1.4;1.2;-0.4;-0.8
2025-04-05;1.2;3.0;1.3;0.3;0.7;1.0;1.0;1.4;1.1;1.0;0.7;0.3;0.4;0.6;1.2;0.8;0.9;1.3;0.2;0.5;0.6;0.4;0.9;1.0;0.1;0.1;0.1;-0.2;-0.2;-0.3;0.5;-0.8;-1.3;0.7;1.3;-0.3;0.1;-0.3;1.0;0.7;-0.5;0.9;0.5;1.0;3.1;0.8;1.2;-0.2;0.4;0.3;1.9;1.5;0.8;2.4;2.3;0.4;2.3;1.8;4.5;1.8;2.7;1.6;1.3;-0.5;-1.0
2025-04-06;1.3;3.0;1.4;0.3;0.8;1.2;1.3;1.6;1.3;1.2;1.2;0.4;0.5;0.9;1.3;0.8;0.7;1.5;0.3;0.4;0.8;0.4;0.9;1.0;-0.1;0.3;0.1;-0.2;-0.3;0.3;0.7;-0.8;-1.2;0.7;1.3;-0.1;0.1;-0.2;1.1;0.7;-0.4;1.0;0.8;0.9;2.8;0.7;1.3;0.1;0.8;0.7;1.9;1.5;0.7;2.6;2.2;0.4;2.1;1.7;4.4;1.7;2.5;1.7;1.1;-0.6;-1.2
2025-04-07;1.4;2.9;1.5;0.2;0.9;1.3;1.3;1.7;1.2;1.0;1.3;0.4;0.5;1.0;1.2;0.7;0.7;1.4;0.2;0.3;0.7;0.4;0.8;1.0;-0.1;0.3;0.0;-0.2;-0.3;0.5;1.1;-0.8;-1.4;0.7;1.4;0.4;0.0;-0.3;1.0;0.5;-0.2;1.1;1.0;0.9;2.8;0.6;1.4;0.0;0.9;0.7;1.8;1.3;0.8;2.8;2.6;1.3;2.3;1.9;4.2;2.0;3.2;1.8;1.1;-0.5;-1.3
2025-04-08;1.5;2.8;1.5;0.2;0.8;1.2;1.1;1.4;1.2;1.1;1.2;0.5;0.5;1.1;1.2;0.7;0.6;1.2;0.2;0.3;0.7;0.5;0.8;1.0;-0.2;0.3;0.0;-0.2;-0.4;0.4;1.3;-0.9;-1.1;0.7;1.3;0.5;-0.3;-0.5;0.8;0.2;-0.4;1.0;1.2;0.9;2.8;0.5;1.3;0.1;0.7;0.5;1.7;1.5;0.6;3.1;2.7;2.0;2.5;2.1;4.1;2.4;3.5;1.5;1.0;-0.6;-1.4
2025-04-09;1.6;3.0;1.5;0.2;0.7;1.1;1.0;1.4;1.3;1.1;1.4;0.4;0.6;1.0;1.3;0.6;0.6;1.2;0.2;0.2;0.6;0.4;0.8;1.0;-0.2;0.4;-0.1;-0.3;-0.4;0.3;1.2;-0.8;-1.1;0.6;1.3;0.5;-0.4;-0.5;0.7;0.2;-0.4;0.9;1.2;0.6;3.1;0.6;1.3;0.0;0.7;0.8;1.7;1.5;0.8;3.5;3.2;2.3;2.8;2.1;4.0;2.7;3.6;1.4;1.3;-0.6;-1.1
2025-04-10;1.5;3.1;1.5;0.1;0.6;1.1;1.0;1.4;1.3;1.0;1.6;0.4;0.5;1.0;1.2;0.4;0.5;1.1;0.2;0.1;0.5;0.4;0.8;1.0;-0.3;0.4;0.0;-0.2;-0.4;0.3;1.2;-0.9;-1.2;0.6;1.2;0.5;-0.4;-0.6;0.6;0.1;-0.3;0.8;1.2;0.5;3.4;0.9;1.6;-0.2;0.6;0.8;1.5;1.5;0.7;3.6;3.4;2.7;2.9;2.0;3.8;2.6;3.5;1.3;1.7;-0.3;-1.5
2025-04-11;1.5;2.9;1.5;0.1;0.7;1.0;1.1;1.3;1.4;1.2;1.5;0.4;0.6;1.5;1.1;0.4;0.6;1.0;0.3;0.2;0.6;0.3;0.8;1.0;-0.3;0.4;0.0;-0.2;-0.4;0.3;1.4;-0.9;-1.1;0.5;1.3;0.4;-0.3;-0.6;0.5;0.3;-0.4;0.6;1.5;0.5;3.2;1.0;1.6;-0.3;0.5;0.7;1.4;1.2;0.8;3.8;3.3;2.6;2.7;1.8;3.3;2.4;3.4;1.2;1.7;-0.2;-1.4
2025-04-12;1.6;2.8;1.6;0.1;0.7;1.1;1.1;1.1;1.4;1.3;1.2;0.2;0.8;1.5;1.2;0.4;0.6;0.8;0.5;0.2;0.6;0.3;0.9;1.0;-0.5;0.4;0.0;-0.2;-0.3;0.2;1.8;-1.0;-1.0;0.5;1.3;0.5;-0.1;-0.4;0.5;0.6;-0.6;0.5;1.9;0.5;3.1;1.0;1.5;-0.3;0.5;1.1;1.3;1.3;1.5;3.8;3.0;2.2;2.8;1.7;2.8;2.4;3.5;1.1;1.6;-0.2;-1.0
2025-04-13;1.6;2.7;1.6;0.3;0.7;1.3;1.2;1.1;1.5;1.5;1.5;0.3;1.0;1.4;1.4;0.4;0.5;0.7;0.9;0.2;0.7;0.4;1.0;1.1;-0.4;0.5;0.0;-0.2;-0.2;0.2;2.1;-1.1;-1.0;0.5;1.3;0.6;-0.1;-0.6;0.4;0.6;-0.7;0.6;1.9;0.4;3.0;1.0;1.6;0.2;0.9;1.7;1.4;1.2;2.0;3.7;2.9;1.8;2.6;1.6;2.8;2.6;3.3;0.9;1.7;0.0;-1.3
2025-04-14;1.6;2.5;1.6;0.2;0.8;1.3;1.2;0.9;1.6;1.5;1.0;0.2;1.0;1.3;1.2;0.3;0.4;0.6;0.8;0.2;0.7;0.2;1.0;1.2;-0.4;0.5;0.0;-0.2;-0.2;0.3;2.2;-1.0;-0.9;0.5;1.3;0.5;-0.3;-0.6;0.2;0.4;-0.8;0.8;1.9;0.3;2.9;1.2;1.7;-0.1;1.0;1.9;1.2;1.3;2.0;3.7;2.7;1.8;2.4;1.3;2.3;2.5;4.3;0.9;1.4;-0.2;-1.4
2025-04-15;1.6;2.3;1.5;0.2;0.8;1.4;1.1;0.7;1.4;1.2;1.1;0.1;0.8;1.2;1.1;0.3;0.4;0.5;0.6;0.1;0.6;0.2;1.0;1.2;-0.4;0.5;-0.1;-0.1;-0.3;0.3;1.9;-1.1;-0.7;0.5;1.4;0.4;-0.1;-0.7;0.1;0.5;-0.5;0.8;2.0;0.4;2.6;1.0;1.5;-0.2;0.8;1.7;1.0;1.2;1.8;3.5;2.4;1.8;2.3;1.1;2.0;2.3;4.3;0.8;1.2;-0.1;-1.4
2025-04-16;1.5;2.3;1.4;0.2;0.7;1.3;0.9;0.6;1.2;1.2;0.9;-0.1;0.5;1.0;1.3;0.2;0.4;0.4;0.6;0.1;0.6;0.3;1.0;1.1;-0.1;0.4;-0.2;-0.1;-0.5;0.2;1.8;-1.1;-0.4;0.5;1.4;0.4;-0.1;-0.7;0.0;0.7;-0.6;0.8;1.8;0.2;2.4;1.2;1.4;-0.1;0.9;1.5;0.9;1.1;1.5;3.3;2.1;1.9;2.0;1.0;1.8;2.2;4.2;0.7;1.2;-0.2;-1.5
2025-04-17;1.5;2.2;1.3;0.1;0.7;1.3;0.9;0.7;1.1;1.0;0.8;-0.1;0.5;0.8;1.1;0.2;0.4;0.5;0.5;0.1;0.5;0.2;1.0;1.1;0.0;0.7;-0.2;-0.1;-0.5;0.0;1.4;-1.0;-0.5;0.4;1.4;0.2;-0.2;-0.7;0.0;0.8;-0.7;0.8;2.0;0.0;2.3;1.2;1.3;0.1;0.8;1.4;0.7;1.0;1.4;3.1;2.1;1.7;2.0;0.9;1.6;2.0;3.8;0.8;1.0;-0.3;-1.0
2025-04-18;1.6;2.0;1.5;0.0;0.9;1.5;0.8;0.9;1.1;1.0;0.8;0.0;0.3;0.9;1.1;0.2;0.3;0.5;0.3;0.0;0.4;0.0;1.0;1.1;0.2;0.6;-0.2;0.1;-0.6;0.0;1.3;-0.6;-0.3;0.3;1.4;0.1;-0.2;-0.6;0.1;1.0;-0.8;0.8;1.8;0.2;2.1;1.1;1.1;0.3;1.1;1.3;0.6;1.1;1.3;2.8;2.0;1.5;1.7;0.8;1.3;1.9;3.6;0.8;0.9;-0.1;-0.8
2025-04-19;1.8;1.9;1.6;-0.1;0.9;1.6;0.7;1.1;1.2;0.9;0.8;0.0;0.5;1.1;1.1;0.2;0.4;0.5;0.3;0.1;0.4;0.1;1.1;1.2;0.0;0.5;-0.2;0.1;-0.6;0.0;1.2;-0.2;0.0;0.2;1.4;0.1;-0.2;-0.5;0.1;1.3;-0.8;0.7;2.1;0.1;2.1;0.8;0.9;0.3;1.3;1.1;0.6;1.4;2.3;2.5;1.8;1.1;1.5;0.6;1.3;1.8;3.3;0.7;0.8;-0.1;-0.9
2025-04-20;1.8;1.8;1.7;0.0;0.9;1.5;1.4;1.1;1.2;0.9;1.4;0.0;0.4;1.0;1.2;0.8;0.5;0.5;0.1;0.3;0.8;-0.1;1.2;1.2;0.1;0.3;0.1;0.4;-0.7;-0.2;0.9;-0.1;-0.3;0.0;1.5;0.0;-0.4;-0.7;0.1;1.4;-0.9;0.6;1.8;-0.2;2.2;0.8;0.9;0.2;1.3;1.3;0.7;1.5;2.7;2.3;1.8;1.0;1.4;0.6;1.4;1.7;3.0;0.7;0.9;-0.3;-1.1
2025-04-21;1.8;1.9;1.7;0.3;0.8;1.6;1.4;1.3;1.1;1.0;1.6;0.3;0.7;1.0;1.1;0.8;0.5;0.6;0.1;0.3;0.7;-0.1;1.1;1.2;0.2;0.3;0.1;0.4;-0.8;-0.1;0.9;-0.2;-0.3;-0.1;1.4;0.0;-0.5;-0.8;0.1;1.3;-0.7;0.6;1.7;-0.4;2.1;1.3;1.1;0.6;1.3;1.3;1.2;1.5;2.5;2.4;2.0;1.1;1.4;0.5;1.4;1.8;3.1;1.1;1.1;-0.4;-1.1
2025-04-22;1.7;1.8;1.6;0.4;0.8;1.5;1.3;1.3;1.0;0.9;1.4;0.5;0.6;0.8;1.1;0.8;0.5;0.6;-0.1;0.2;0.7;0.2;1.0;1.2;0.0;0.3;0.1;0.6;-0.8;-0.1;1.2;-0.3;-0.6;-0.1;1.4;-0.1;-0.6;-0.8;0.0;1.3;-0.7;0.6;1.4;-0.3;2.0;1.6;1.2;0.5;1.3;1.3;1.1;1.6;2.3;2.3;2.1;1.1;1.3;0.4;1.4;1.8;3.1;1.1;1.5;0.1;-0.7
2025-04-23;1.7;1.8;1.6;0.7;0.9;1.7;1.3;1.3;1.1;0.7;1.3;0.5;0.4;0.7;1.0;0.9;0.5;0.7;-0.2;0.1;0.7;0.1;1.1;1.2;0.1;0.3;0.3;0.9;-0.8;0.1;1.3;-0.2;-0.5;0.1;1.4;0.1;-1.0;-0.5;0.0;1.4;-0.6;0.6;1.2;0.1;2.0;1.7;1.3;0.3;1.1;1.5;1.3;1.4;1.9;2.3;2.1;1.3;1.3;0.3;1.3;1.7;2.9;1.3;2.6;0.9;-0.3
2025-04-24;1.7;1.8;1.6;0.8;1.1;1.8;1.4;1.3;1.1;0.8;1.3;0.7;0.4;1.1;0.9;0.9;0.5;0.7;-0.2;0.1;0.8;0.2;1.1;1.2;0.0;0.4;0.5;1.5;-0.8;0.0;1.0;-0.3;-0.6;0.1;1.4;0.1;-1.1;-0.5;0.0;1.4;-0.7;0.6;1.1;0.3;2.0;1.5;1.2;0.1;1.1;1.3;1.3;1.3;1.5;2.3;1.8;1.2;1.2;0.2;1.2;1.5;2.6;1.4;3.4;1.5;-0.1
2025-04-25;1.7;1.8;1.6;0.8;1.1;1.7;1.4;1.4;1.1;0.8;1.4;0.6;0.4;1.4;0.8;0.8;0.4;0.6;-0.2;0.1;0.7;0.2;1.2;1.2;-0.1;0.5;0.5;1.6;-0.7;0.1;1.0;-0.4;-0.5;0.1;1.4;0.0;-0.9;-0.4;0.2;1.6;-0.7;0.7;1.5;0.3;1.8;1.4;1.3;0.0;0.9;1.2;1.5;1.0;1.1;2.3;1.8;1.1;1.2;0.2;1.3;1.4;2.3;1.2;4.1;2.1;0.0
2025-04-26;1.9;1.8;1.8;0.9;1.1;1.8;1.1;1.8;1.4;0.8;1.4;0.8;0.9;1.1;0.7;0.6;0.5;0.7;-0.1;0.2;0.7;0.2;1.3;1.2;-0.1;0.7;0.4;1.6;-0.7;0.1;0.8;-0.5;-0.5;0.2;1.4;0.0;-0.9;-0.1;0.0;1.5;-0.7;0.8;1.8;0.2;2.2;1.1;1.5;0.1;1.0;1.7;2.1;0.9;1.0;2.4;1.7;0.9;1.6;0.2;1.1;1.2;2.1;1.7;4.5;2.5;0.2
2025-04-27;2.0;2.1;1.9;1.0;1.0;1.8;1.0;1.8;1.2;0.7;1.5;1.3;1.0;1.0;0.5;0.6;0.5;0.7;0.0;0.1;0.8;0.4;1.4;1.2;-0.1;0.8;0.2;1.7;-0.7;0.1;0.9;-0.7;-0.8;0.2;1.5;0.1;-0.7;-0.2;0.0;1.3;-0.7;0.9;2.3;0.3;2.2;0.9;1.4;0.0;1.3;1.7;2.2;0.8;1.0;2.3;1.7;0.9;1.5;0.1;1.4;1.0;1.9;2.0;4.9;2.9;0.5
2025-04-28;2.0;2.2;1.9;0.9;1.1;1.5;0.9;1.7;0.9;0.4;1.6;0.8;0.8;1.2;0.5;0.7;0.6;0.7;0.0;0.1;0.8;0.6;1.5;1.3;-0.2;0.8;0.1;1.6;-0.7;-0.1;0.8;-0.7;-1.0;0.2;1.5;0.0;-0.6;-0.2;0.2;1.5;-0.6;0.9;2.2;0.5;2.1;0.6;1.2;-0.2;1.2;1.4;1.9;0.8;0.7;2.3;1.6;1.0;2.0;0.1;1.3;0.9;1.9;1.9;5.1;3.1;0.7
2025-04-29;1.9;2.4;1.8;0.8;1.0;1.2;0.7;1.5;0.6;0.3;1.5;0.6;0.6;1.2;0.5;0.7;0.6;0.6;0.1;0.1;0.7;0.6;1.4;1.3;-0.1;0.6;0.1;1.4;-0.8;-0.1;0.9;-0.6;-1.0;0.2;1.5;-0.1;-0.6;-0.1;0.3;1.5;-0.5;0.9;1.8;0.3;2.1;0.7;1.2;-0.2;1.1;1.1;1.7;0.8;0.5;2.2;1.5;0.9;1.9;0.2;1.2;0.7;1.8;1.7;5.0;3.3;0.9
2025-04-30;1.9;2.3;1.8;0.5;1.0;1.0;0.6;1.3;0.5;0.1;1.5;0.6;0.7;1.1;0.4;0.8;0.5;0.7;0.1;0.1;0.7;0.8;1.4;1.3;-0.1;0.5;0.1;1.2;-0.8;-0.3;1.1;-0.8;-1.0;0.0;1.5;-0.1;-0.4;0.0;0.3;1.6;-0.6;0.7;1.6;0.2;2.1;0.6;1.2;-0.2;1.2;0.9;1.7;0.8;0.5;2.2;1.4;0.9;1.9;0.3;1.0;0.6;1.8;1.7;5.0;3.5;0.8
2025-05-01;1.9;2.1;1.7;0.7;0.9;1.0;0.8;1.4;0.6;0.2;1.6;0.5;0.7;0.9;0.6;0.7;0.5;0.6;0.2;0.2;0.7;1.2;1.4;1.2;-0.1;0.5;0.2;1.4;-0.7;-0.4;1.1;-0.9;-1.1;0.0;1.4;-0.2;-0.2;0.0;0.1;1.3;-0.7;0.6;1.6;0.0;1.9;0.5;1.0;-0.3;1.0;0.8;1.6;1.2;0.3;2.3;1.3;1.0;1.8;0.4;1.0;0.7;1.7;1.8;4.9;3.5;0.8
2025-05-02;1.8;2.1;1.7;0.6;1.1;0.9;0.9;1.3;0.6;0.2;1.7;0.5;0.5;1.0;0.6;0.6;0.3;0.6;0.1;0.2;0.6;1.2;1.4;1.2;-0.2;0.4;0.3;1.4;-0.8;-0.3;1.1;-0.7;-1.2;-0.1;1.4;-0.1;0.2;0.1;0.3;1.2;-0.7;0.4;1.5;-0.1;1.8;0.3;0.8;-0.5;0.8;0.8;1.3;1.2;0.3;2.3;1.2;1.1;1.5;0.5;0.8;0.6;1.4;1.7;4.5;3.4;0.7
2025-05-03;1.8;2.2;1.7;0.7;1.4;1.0;1.0;1.2;0.6;0.3;2.0;0.4;0.6;1.1;0.8;0.8;0.3;0.6;0.1;0.2;0.7;1.1;1.4;1.2;-0.1;0.5;0.4;1.3;-0.9;-0.3;0.8;-0.7;-1.2;-0.3;1.4;-0.2;0.4;-0.1;0.3;1.1;-0.8;0.4;1.2;0.0;1.8;0.4;0.8;-0.6;0.8;0.8;1.2;1.1;0.2;2.3;1.5;1.0;1.3;0.4;1.0;0.5;1.2;1.5;4.6;3.5;0.7
2025-05-04;1.7;2.2;1.7;0.9;1.6;1.0;1.3;1.3;0.6;0.3;2.0;0.4;0.6;1.3;0.7;0.9;0.2;0.7;0.0;0.3;0.7;1.0;1.4;1.2;0.3;0.7;0.5;1.2;-0.9;0.0;0.9;-0.4;-1.2;-0.3;1.4;-0.3;0.3;-0.4;0.5;1.0;-0.7;0.5;1.1;-0.1;1.9;0.6;0.8;-0.5;0.7;1.1;1.2;1.1;0.6;2.2;1.4;0.8;1.1;0.2;0.9;0.4;1.2;1.2;4.7;3.4;0.3
2025-05-05;1.5;2.1;1.6;0.7;1.5;1.0;1.4;1.2;0.4;0.4;1.9;0.2;0.5;1.1;0.7;1.0;0.2;0.6;0.1;0.3;0.7;0.8;1.4;1.2;0.4;0.9;0.5;1.1;-0.8;0.0;1.0;-0.5;-1.4;-0.2;1.4;-0.3;0.2;-0.6;0.7;1.1;-0.8;0.6;1.0;-0.1;2.1;0.4;0.8;-0.5;0.6;1.3;1.0;1.0;0.4;2.1;1.3;0.8;1.0;0.2;1.0;0.3;1.2;1.3;4.6;3.3;0.2
2025-05-06;1.4;2.0;1.5;0.7;1.5;0.9;1.3;1.1;0.4;0.4;1.8;0.1;0.4;1.0;0.8;0.9;0.2;0.6;0.6;0.3;0.6;0.7;1.4;1.2;0.2;1.3;0.5;1.0;-0.8;-0.2;0.8;-0.7;-1.5;-0.2;1.4;-0.2;0.1;-0.4;0.8;1.2;-0.9;0.6;1.5;0.0;2.0;0.4;1.0;-0.5;0.5;1.3;0.8;1.2;0.2;2.0;1.4;0.8;0.8;0.2;1.0;0.1;1.3;1.4;5.0;3.7;0.5
2025-05-07;1.5;1.9;1.7;0.5;1.7;1.1;1.3;0.9;0.4;0.3;1.9;0.0;0.3;1.1;0.8;0.8;0.3;0.6;0.7;0.3;0.7;1.2;1.5;1.2;0.1;2.0;0.7;1.0;-0.7;-0.3;0.9;-0.7;-1.2;0.0;1.4;-0.2;-0.2;-0.4;0.9;1.4;-0.9;0.7;2.2;0.2;1.9;0.6;1.3;-0.5;0.3;1.3;0.8;1.4;0.1;2.4;1.5;0.8;0.7;0.2;1.1;0.1;1.2;1.2;6.2;4.3;0.8
2025-05-08;1.4;1.9;1.6;0.8;2.0;1.3;1.4;0.8;0.5;0.3;2.1;0.0;0.4;1.2;0.8;0.9;0.4;0.6;0.8;0.3;0.7;1.3;1.5;1.2;0.1;2.2;0.8;1.2;-0.7;-0.2;1.2;-0.5;-1.0;0.1;1.4;-0.1;-0.2;-0.6;1.0;1.5;-0.9;0.7;2.4;0.1;1.7;0.4;1.4;-0.6;0.0;0.9;0.7;1.2;0.0;2.7;1.8;0.8;0.8;0.3;1.1;0.0;1.0;1.1;6.7;4.6;0.8
2025-05-09;1.4;2.0;1.6;0.9;2.2;1.6;2.0;0.7;0.5;0.6;1.8;0.1;0.4;1.5;1.1;1.1;0.7;0.9;0.9;0.4;0.9;1.4;1.7;1.3;0.2;3.0;1.2;1.7;-0.6;-0.2;1.2;-0.6;-0.6;0.3;1.4;-0.1;-0.2;-0.6;1.0;1.4;-0.8;0.7;2.5;0.2;1.5;0.3;1.9;-0.5;-0.1;0.7;0.7;1.5;0.0;3.0;2.1;0.8;1.0;0.3;1.1;0.1;1.0;1.0;7.0;4.6;0.5
2025-05-10;1.8;2.2;1.9;1.0;2.5;2.1;1.9;0.9;0.5;0.5;1.5;0.0;0.6;1.6;1.1;0.9;0.8;1.1;0.8;0.5;1.3;1.4;1.7;1.3;0.0;3.0;1.2;1.8;-0.4;-0.1;1.2;-0.8;-0.6;0.2;1.4;-0.1;-0.2;-0.7;1.0;1.3;-0.8;0.7;2.3;0.6;1.3;0.2;2.0;-0.4;0.1;0.6;0.6;1.5;0.5;3.3;2.4;0.7;0.9;0.3;1.4;0.0;1.4;1.3;7.5;4.7;0.9
2025-05-11;2.0;2.1;2.2;1.1;2.7;2.5;1.7;1.0;0.8;0.5;1.3;0.2;0.6;1.6;0.9;0.9;0.7;1.0;0.7;0.6;1.7;1.4;1.8;1.3;0.0;2.7;1.0;1.8;0.3;0.0;1.1;-0.9;-1.1;0.2;1.4;-0.2;-0.2;-0.7;0.7;1.1;-0.8;0.8;1.9;0.6;1.3;0.1;2.3;-0.4;0.1;1.4;0.8;1.6;0.6;3.6;2.3;0.6;0.9;0.4;1.3;0.1;1.4;1.3;7.9;4.8;0.5
2025-05-12;2.1;2.0;2.2;1.1;2.5;2.4;1.5;1.0;0.9;0.4;1.3;0.1;0.6;1.5;0.8;0.8;0.7;1.1;0.4;0.6;1.6;1.2;1.6;1.3;-0.1;2.3;0.9;1.7;0.8;-0.1;0.8;-1.0;-0.9;0.5;1.4;-0.2;0.0;-0.4;0.7;1.3;-0.4;0.9;2.0;1.0;1.2;0.1;2.0;-0.2;0.2;1.5;1.0;1.4;0.6;3.7;2.3;1.4;0.9;0.4;1.4;0.1;1.2;1.5;8.0;4.9;0.4
2025-05-13;2.1;1.8;2.1;0.9;2.3;2.1;1.5;1.0;0.8;0.5;1.2;0.2;0.5;1.3;0.6;0.7;0.6;0.9;0.2;0.5;1.5;0.9;1.5;1.2;-0.1;1.9;0.7;1.5;1.1;0.6;0.9;-0.9;-0.3;0.6;1.4;-0.2;0.0;-0.2;0.8;1.4;0.3;1.0;2.5;1.1;1.1;1.2;2.0;0.3;0.5;1.7;1.2;1.4;0.7;3.5;2.0;1.6;0.8;0.5;1.4;0.3;1.6;1.7;7.7;4.8;0.3
2025-05-14;1.9;1.4;2.0;0.8;2.1;2.0;1.3;0.8;0.7;0.5;0.9;0.3;0.3;1.0;0.5;0.6;0.6;0.9;0.1;0.5;1.3;0.7;1.4;1.1;0.1;1.5;0.5;1.4;1.2;0.6;0.5;-1.0;0.2;0.5;1.4;-0.3;0.0;0.3;0.8;1.4;0.8;1.0;2.6;1.3;1.1;2.4;2.0;0.4;0.6;1.6;1.2;1.5;0.6;3.2;1.8;1.4;0.7;0.4;1.2;0.3;1.4;1.6;7.3;4.6;0.4
2025-05-15;1.8;1.2;1.8;0.7;1.9;1.8;1.3;0.6;0.8;0.5;0.9;0.3;0.2;0.9;0.4;0.5;0.5;0.8;0.0;0.4;1.2;0.8;1.3;1.0;0.1;1.2;0.4;1.2;1.4;0.5;0.5;-1.0;0.6;0.4;1.3;-0.3;0.0;0.4;0.8;1.4;0.9;1.0;2.5;1.4;1.0;2.6;1.6;0.3;0.4;1.4;1.0;1.5;0.5;2.8;1.5;1.3;0.6;0.3;0.9;0.3;1.1;1.4;6.8;4.4;0.9
2025-05-16;1.7;0.9;1.7;0.7;1.7;1.7;1.2;0.5;0.8;0.7;1.0;0.3;0.1;0.9;0.4;0.5;0.6;0.7;-0.1;0.4;1.1;0.6;1.2;1.0;0.2;0.9;0.3;1.0;1.6;0.5;0.2;-1.1;0.9;0.4;1.3;-0.3;0.0;0.3;0.7;1.1;0.8;1.0;2.5;1.5;0.9;2.6;1.3;0.2;0.3;1.3;0.8;1.4;0.5;2.4;1.3;1.1;0.4;0.2;0.7;0.3;0.8;1.2;6.3;4.2;1.1
2025-05-17;1.8;0.9;1.8;0.7;1.6;1.6;1.3;0.5;1.0;0.7;1.5;0.3;0.1;1.0;0.5;0.7;0.6;0.6;0.0;0.4;1.2;0.9;1.2;1.0;0.2;0.7;0.1;0.7;1.8;0.6;0.1;-0.9;1.3;0.4;1.3;-0.1;0.1;0.4;0.7;1.1;0.8;1.2;2.6;1.4;0.8;2.7;1.1;0.1;0.2;1.3;0.5;1.4;0.5;2.1;1.2;0.8;0.5;-0.1;0.7;0.4;0.6;0.9;5.9;4.0;0.8
2025-05-18;1.8;0.8;1.7;0.9;1.5;1.5;1.2;0.8;1.0;0.7;1.4;0.3;0.2;1.0;0.4;0.8;0.6;0.5;-0.2;0.3;1.2;0.8;1.2;1.0;0.1;0.5;0.0;0.4;1.7;0.4;-0.1;-1.2;1.3;0.3;1.3;0.0;0.0;0.2;0.7;1.1;0.6;1.3;2.3;1.1;0.7;2.7;1.2;0.1;0.4;1.9;0.6;1.2;0.7;1.9;1.0;0.7;0.4;-0.1;0.5;0.5;0.3;0.8;5.5;3.7;0.6
2025-05-19;1.8;0.7;1.7;0.9;1.5;1.6;1.0;1.3;1.1;0.7;1.3;0.4;0.3;1.0;0.4;0.8;1.1;0.4;-0.2;0.4;1.1;0.8;1.2;1.0;0.2;0.3;0.0;0.4;1.8;0.3;-0.1;-1.3;1.2;0.2;1.3;-0.1;-0.1;0.1;0.5;0.9;0.3;1.3;2.0;0.9;0.7;2.2;1.1;-0.2;0.5;2.0;0.4;1.3;0.8;1.6;0.9;0.6;0.4;-0.2;0.5;0.5;0.2;0.6;5.0;3.5;0.4
2025-05-20;1.6;1.1;1.6;0.8;1.4;1.7;1.0;1.4;1.1;0.8;1.6;0.3;0.3;1.0;0.4;0.8;1.4;0.4;-0.2;0.3;1.0;0.9;1.2;1.0;0.0;0.1;0.1;0.4;1.6;0.2;-0.3;-1.4;1.3;0.1;1.2;0.0;-0.2;-0.2;0.4;0.7;0.2;1.1;1.6;0.8;0.6;2.0;0.9;-0.2;0.3;1.8;0.3;1.2;0.8;1.4;0.9;0.5;0.4;-0.1;0.3;0.3;0.0;0.4;4.6;3.3;0.1
2025-05-21;1.6;1.5;1.5;0.9;1.3;1.7;1.0;1.3;1.1;0.8;1.8;0.6;0.4;1.1;0.4;0.8;1.4;0.4;-0.2;0.3;0.8;0.8;1.1;1.0;0.2;-0.1;0.1;0.3;1.4;0.4;-0.5;-1.4;1.6;0.0;1.2;0.1;-0.1;-0.6;0.4;0.5;0.3;1.0;1.4;0.7;0.7;2.2;0.7;-0.1;0.3;1.5;0.2;1.2;0.8;1.2;0.8;0.3;0.4;-0.2;0.2;0.3;0.1;0.4;4.3;3.1;0.0
2025-05-22;1.5;1.7;1.5;1.1;1.3;1.7;1.1;1.3;1.2;1.0;2.4;0.7;0.3;1.0;0.4;0.8;1.4;0.4;-0.4;0.3;0.8;0.7;1.1;1.0;0.1;-0.1;0.1;0.4;1.1;0.4;-0.3;-1.3;1.3;0.0;1.2;0.1;-0.2;-0.6;0.4;0.5;0.1;1.0;1.4;0.5;0.7;2.4;0.5;-0.2;0.3;1.3;0.1;1.1;0.8;1.1;0.8;0.2;0.4;-0.2;0.1;0.2;0.4;0.2;4.1;3.1;0.2
